很多事情只能释怀 	杰代百货创意日用家居	https://shop155286175.taobao.com/	非天猫	158	4151		手机壳,厨房,家用,创意,女,儿童,加厚,置物架,学生,plus,可爱,韩版,小	¥10.52、¥9.48、¥2.78、¥28.86	4.60	低于4.07%	4.67	低于4.07%	4.70	低于4.07%
贝贝20宝宝 	d[s144671203]	https://shop144671203.taobao.com/	非天猫	99	7794		儿童,女,家用,创意,新款,-,学生,小,宝宝,加厚,包邮,韩版,套装,男,6,	¥11.99、¥59.99、¥16.99、¥103.99	4.65	低于3.31%	4.57	低于3.31%	4.72	低于3.31%
义乌时来日用百货 	d[s67430610]	https://shop67430610.taobao.com/	非天猫	5456	4	浙江-金华	异味,去除,去,晨露,臭味,强力,卫生间,清洁剂,克,空气,清新剂,厨房,320	¥10.90、¥24.00、¥13.00、¥9.00	0.00	高于0.00%	0.00	高于0.00%	0.00	高于0.00%
tb61770112 	小巴工厂店	https://shop352307399.taobao.com/	非天猫	81	11310		新款,儿童,韩版,创意,女,夏季,学生,家用,可爱,用品,卡通,韩国,宝宝,百搭	¥11.30、¥0.10、¥0.70、¥14.10	4.77	低于0.51%	4.77	低于0.51%	4.73	低于0.51%
月儿弯弯19808 	好再来生活日用家居	https://shop118982366.taobao.com/	非天猫	111	5		牙刷,软毛,小麦秸秆,情侣,家庭,护齿,成人,特惠,细毛,小头,双人,竹炭,丝,	¥12.80、¥11.80、¥14.80、¥8.80	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
流莲娟 	植护日用纸屋	https://shop119084096.taobao.com/	非天猫	51	11		植护,卫生纸,纸巾,包邮,餐巾纸,厂家,抽纸,包,婴儿,面巾,本色,竹浆,卷,家	¥10.90、¥9.90、¥6.90、¥9.99	4.91	高于57.92%	4.90	高于57.92%	4.91	高于57.92%
很多事情只能释怀	展新居家日用百货	https://shop281096580.taobao.com/	非天猫	24	175	湖北-孝感	卡通,抽纸,包,纸巾,家用,卫生纸,女,儿童,面巾纸,餐巾纸,创意,可爱,新款,	¥25.00、¥10.90、¥29.00、¥4.50	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
赵县雅格百货门市 	雅格名衣坊	https://shop193479943.taobao.com/	非天猫	252	11113		儿童,韩版,女,-,新款,夏季,男,学生,家用,宝宝,岁,3,女童,男士,休闲,	¥11.95、¥21.69、¥16.22、¥17.52	4.51	低于5.71%	4.55	低于5.71%	4.63	低于5.71%
我们还在路上999 	晓宇生活日用	https://shop526894646.taobao.com/	非天猫	7	50		沃,惠,商城,道,姿,洁,居,ml,面膜,（,）,薄荷,天然,牙膏,备注,沐浴露	¥18.00、¥8.00、¥19.00、¥13.50	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
经典小铺铺 	晨曦商贸	https://shop150446567.taobao.com/	非天猫	0	109		卫生纸,勿相忘,纸巾,家用,抽纸,面巾纸,厕纸,餐巾纸,塑料,层,卷纸,包,妇婴	¥40.00、¥52.00、¥57.00、¥36.00	0.00	高于0.00%	0.00	高于0.00%	0.00	高于0.00%
铭轩百货 	铭轩百货日用	https://shop241299855.taobao.com/	非天猫	128	59		批发,包邮,*,kg,瓶,3,g,家用,餐巾纸,洗洁精,层,纸巾,2,白猫,包,	¥54.90、¥10.90、¥10.90、¥11.90	4.82	高于12.98%	4.77	高于12.98%	4.83	高于12.98%
tb0678_2018 	乐佳日用精品折扣店	https://shop207148960.taobao.com/	非天猫	167	5		特价,包邮,整箱,批发,块,清香型,增白,香水,手洗,持久,ml,内衣,正品,家	¥16.90、¥22.00、¥16.90、¥15.48	4.76	低于0.73%	4.80	低于0.73%	4.74	低于0.73%
xiaoxin5201218 	华安百货城	https://shop60084497.taobao.com/	非天猫	119	3520		夏季,时尚,潮流,舒适,透气,新款,百搭,清新,学生,休闲,轻便,柔软,居家,日	¥9.90、¥9.90、¥9.90、¥9.90	4.89	高于56.87%	4.88	高于56.87%	4.86	高于56.87%
yyxlisa88 	乐雅居家日用工厂店	https://shop320342082.taobao.com/	非天猫	83	44	广东-佛山	衣物,雅彩,洁,衣服,2,泰克斯,乐,1,去污,去,买,彩色,白色,增白,清洁剂	¥22.80、¥23.80、¥22.80、¥15.80	4.81	高于6.94%	4.89	高于6.94%	4.92	高于6.94%
园园的小店1411 	园园的小店1411	https://shop476487761.taobao.com/	非天猫	35	7688	河南-新乡	女,儿童,家用,新款,包邮,夏季,套装,创意,学生,凉鞋,韩版,摆件,男,加厚,	¥29.00、¥40.20、¥40.20、¥40.20	4.89	高于36.59%	4.84	高于36.59%	4.84	高于36.59%
tb451621693 	起点百货商场	https://shop324590409.taobao.com/	非天猫	50	11408		潮流男女装、鞋子、包包,、小饰品、日常用百货	¥24.99、¥63.99、¥17.99、¥17.99	4.65	低于2.97%	4.76	低于2.97%	4.73	低于2.97%
二娟日用百货 	二娟日用商店	https://shop171632579.taobao.com/	非天猫	104	4178		夏季,拖鞋,儿童,女,防滑,学生,韩版,家用,新款,男,-,凉拖鞋,宝宝,透气,	¥9.82、¥7.92、¥8.01、¥11.25	4.85	高于30.33%	4.85	高于30.33%	4.80	高于30.33%
护航日用百货批发 	护航日用品批发	https://shop223365687.taobao.com/	非天猫	20	95	辽宁-锦州	包邮,拖把,，,特价,牙刷,满,批发,软毛,口罩,正品,一次性,爆款,ml,三笑	¥158.00、¥2.20、¥2.20、¥2.20	4.65	低于2.90%	4.70	低于2.90%	4.70	低于2.90%
wangyuekaoxinde 	小布的居家旅行	https://shop120280534.taobao.com/	非天猫	78	1122		防滑,儿童,拖鞋,女,家用,创意,夏季,成人,加厚,室内,男女,宝宝,防水,男,	¥8.00、¥10.00、¥40.00、¥45.00	4.80	高于2.02%	4.82	高于2.02%	4.76	高于2.02%
志诚家居日用商贸 	志诚家居日用商贸	https://shop229521280.taobao.com/	非天猫	48	8		洗碗机,亮碟,西门子,洗碗粉,finish,块,滴露,美的,专用,消毒,衣物,1	¥39.00、¥15.90、¥103.00、¥53.90	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
csy1982m 	不期而遇生活馆	https://shop353937556.taobao.com/	非天猫	183	94		日本,进口,原装进口,花王,g,ml,去,狮王,宝宝,箱,牙膏,儿童,清洁,乐而	¥24.80、¥24.80、¥24.80、¥19.80	5.00	高于100.00%	4.97	高于100.00%	4.95	高于100.00%
anshy888 	古岸精品家居馆	https://shop543845427.taobao.com/	非天猫	50	4478	浙江-温州	创意,摆件,手办,家居,女,用品,模型,家用,玩具,套装,客厅,公仔,四件套,包	¥9.80、¥18.90、¥26.70、¥39.80	4.54	低于5.31%	4.76	低于5.31%	4.73	低于5.31%
美轩阁2015 	温馨小居洗护系列	https://shop245420933.taobao.com/	非天猫	30	18		阿嫲,工坊,洁净粉,多功能,环保,家用,清洁剂,健康,负离子,厨房,套装,去污粉	¥79.50、¥88.00、¥88.00、¥88.00	4.80	高于4.27%	4.80	高于4.27%	4.75	高于4.27%
srj576 	爱美生活馆VIP	https://shop100995886.taobao.com/	非天猫	42	1685		女,运动,新款,厨房,套装,跑步,健身,汽车,儿童,瑜伽,速干,大码,瑜伽服,女	¥24.23、¥23.17、¥1.00、¥20.88	4.54	低于5.25%	4.59	低于5.25%	4.59	低于5.25%
kocctyken 	中信日用百货直销店	https://shop64404487.taobao.com/	非天猫	41	12	湖南-娄底	家用,kg,风扇,索芙特,包邮,保湿,润肤,24.9,干净,5,满,洗衣液,多少	¥9.80、¥36.90、¥39.90、¥11.90	4.92	高于62.18%	4.95	高于62.18%	4.92	高于62.18%
单腿行天下 	蚊蝇家居日用店	https://shop141790568.taobao.com/	非天猫	178	17		驱蚊,家用,灭,苍蝇,特效,整箱,蚊香,蝇香,批发,香,孕妇,无味,强力,蚊香液	¥18.80、¥48.00、¥4.00、¥15.80	4.76	低于0.61%	4.78	低于0.61%	4.76	低于0.61%
烟花过后776473324	晶氏毛巾抽纸劳保批发	https://shop111433854.taobao.com/	非天猫	107	102		江浙沪,包,3,邮,包邮,清风,层,抽纸,整箱,抽,包包,面巾纸,夜用,卫生巾,	¥5.00、¥6.50、¥7.50、¥4.50	4.97	高于86.33%	4.99	高于86.33%	5.00	高于86.33%
乐乐同学2018 	乐乐日用生活馆	https://shop219724176.taobao.com/	非天猫	24	169		包邮,kg,瓶,洗衣液,一,沐浴露,2,ml,深层,黛维莉,g,5,温和,洁净,	¥29.80、¥49.90、¥18.80、¥33.90	4.76	低于0.74%	4.87	低于0.74%	4.89	低于0.74%
厚基伟业商贸 	女神生活超市	https://shop380750685.taobao.com/	非天猫	191	9		超薄,卫生巾,纯棉,七度空间,包邮,夜用,包,棉柔,姨妈巾,片,日用,装,促销,	¥53.00、¥53.00、¥6.90、¥60.88	4.56	低于4.88%	4.64	低于4.88%	4.70	低于4.88%
黄雅菲丶 	绿通百货商城	https://shop72591044.taobao.com/	非天猫	33	50		绿叶,去,批发,套装,女鞋,超薄,整箱,休闲,口气,通和,成人,家庭装,纯棉,家	¥4.50、¥7.00、¥4.50、¥349.00	4.96	高于82.27%	4.78	高于82.27%	4.74	高于82.27%
败家娘们00728304357 	玲妹旺铺	https://shop555232628.taobao.com/	非天猫	33	1451		新款,女,韩版,百搭,用品,夏季,学生,工具,休闲,家用,儿童,包邮,小白鞋,包	¥17.30、¥7.40、¥22.70、¥19.70	4.69	低于1.91%	4.85	低于1.91%	4.79	低于1.91%
万里如画 	好货淘淘淘	https://shop483233105.taobao.com/	非天猫	137	16858		手机壳,创意,儿童,女,plus,壳,新款,-,夏季,潮,可爱,女款,7,卡通,	¥12.67、¥44.55、¥19.60、¥0.36	4.91	高于56.38%	4.97	高于56.38%	4.59	高于56.38%
tb93271746 	家顺纸巾	https://shop410522984.taobao.com/	非天猫	55	153		包邮,包,牙刷,5,抽纸,纸巾,清风,层,3,家用,抽,面巾纸,原木,提,卷纸,	¥59.00、¥45.90、¥45.00、¥1.00	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
永乐0621 	悠然日用百货商城	https://shop430318484.taobao.com/	非天猫	24	474		家用,厨房,加厚,创意,套装,成人,儿童,水杯,包邮,玻璃,杯子,强力,宝宝,大	¥10.90、¥68.00、¥20.95、¥16.90	4.86	高于34.25%	4.86	高于34.25%	4.82	高于34.25%
建198377 	美味思平价食品百货店	https://shop116248143.taobao.com/	非天猫	36	325		满,38,包邮,元,g,片,保湿,补水,ml,*,1,3,宝宝,卫生巾,滋润,面	¥2.60、¥4.99、¥13.90、¥4.99	4.86	高于33.93%	4.97	高于33.93%	4.93	高于33.93%
慧敏晓杰 	保洁日化店	https://shop480544314.taobao.com/	非天猫	15	38		洗衣液,2,kg,卷纸,沐浴露,玩具,儿童,厂家,3,卫生纸,清洁,洗衣粉,薰衣	¥15.00、¥15.00、¥58.00、¥17.00	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
zh2015226 	我的货仓总店	https://shop123942241.taobao.com/	非天猫	91	125		卫生巾,包,夜用,七度空间,片,日用,整箱,超薄,纯棉,苏菲,姨妈巾,组合,mm	¥39.90、¥56.89、¥58.80、¥53.80	4.98	高于90.22%	4.96	高于90.22%	4.98	高于90.22%
偃师商城 	偃师商城粤海店	https://shop254611087.taobao.com/	非天猫	295	10773		家用,户外,迷你,加厚,成人,宿舍,儿童,女,神器,学生,夏季,多功能,一次性,	¥29.90、¥28.00、¥19.90、¥29.90	4.65	低于3.73%	4.77	低于3.73%	4.80	低于3.73%
shop375 	平顶山母婴之家	https://shop62874998.taobao.com/	非天猫	7	45	河南-平顶山	包邮,董欣,卫生巾,片,姨妈巾,月如意,孕妇,湿巾,包邮送,mm,护肤品,竹浆,	¥18.80、¥18.80、¥18.80、¥18.80	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
惠万家日用百货 	惠万家日用百货商店	https://shop477532526.taobao.com/	非天猫	15	244		家用,飞,立,扑,香,蝇,康,杀,杀虫,捕,盒,蝇香,无味,蚊香,蚊蝇香,驱,1	¥34.90、¥39.90、¥49.90、¥11.90	4.75	低于0.86%	4.67	低于0.86%	4.83	低于0.86%
卢伟帅888 	lws进口家居生活馆	https://shop406877362.taobao.com/	非天猫	28	965		日本,进口,塑料,INOMATA,厨房,家用,儿童,sanada,正品,收纳盒,	¥21.45、¥21.45、¥21.45、¥29.70	4.82	高于13.85%	4.80	高于13.85%	4.82	高于13.85%
tb94645072 	母婴店y	https://shop117198071.taobao.com/	非天猫	40	24		片,包,8,包邮,卫生巾,绵柔,夜用,妮爽,日用,mm,号,超薄,片装,+,30	¥5.50、¥6.50、¥6.50、¥7.00	4.81	高于7.95%	4.73	高于7.95%	4.73	高于7.95%
whs128 	香香公主日化用品店	https://shop270087855.taobao.com/	非天猫	109	279	江西-赣州	隆力奇,厨房,置物架,塑料,浴室,家用,卫生间,免打孔,收纳,吸盘,儿童,挂钩,	¥45.00、¥48.00、¥16.80、¥68.00	4.90	高于51.12%	4.94	高于51.12%	4.94	高于51.12%
gongjinjie8860 	开心乐日用品百货经营部	https://shop508856720.taobao.com/	非天猫	53	2334		家用,用品,创意,神器,卧室,装饰,室内,灭蚊灯,驱蚊,便携,加厚,大号,防水,	¥11.59、¥13.17、¥37.82、¥13.17	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
三只袋子 	u[3273798020]	https://shop268289078.taobao.com/	非天猫	36	557		可爱,学生,卡通,创意,男女,潮,夏季,防滑,拖鞋,人字拖,清新,韩国,杯子,便	¥13.80、¥19.90、¥19.90、¥27.90	4.73	低于1.21%	4.80	低于1.21%	4.80	低于1.21%
棋棋121014 	小莹百货店	https://shop184302979.taobao.com/	非天猫	39	2763	河南-开封	儿童,宝宝,夏季,婴儿,-,家用,创意,用品,新款,女,玩具,装饰,纯棉,男,通	¥29.80、¥29.80、¥29.80、¥29.80	4.75	低于0.86%	4.83	低于0.86%	4.83	低于0.86%
晶晶娃娃99 	晶氏毛巾抽纸劳保批发	https://shop111433854.taobao.com/	非天猫	107	102		江浙沪,包,3,邮,包邮,清风,层,抽纸,整箱,抽,包包,面巾纸,夜用,卫生巾,	¥5.00、¥6.50、¥7.50、¥4.50	4.97	高于86.33%	4.99	高于86.33%	5.00	高于86.33%
乐乐同学2018	优诺尚品 婧氏 护理生活馆	https://shop299518884.taobao.com/	非天猫	6	19		婧氏,氏,靖,负离子,卫生巾,护垫,倩,超薄,补水,保湿,透气,棉柔,聚米,面膜	¥22.00、¥22.00、¥23.00、¥285.00	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
开进桃花 	李二牛日用百货	https://shop406892406.taobao.com/	非天猫	35	10322		儿童,夏季,-,家用,女,岁,宝宝,3,新款,夏天,女童,学生,男,韩版,加厚,	¥91.08、¥66.12、¥59.44、¥63.30	4.74	低于0.93%	4.78	低于0.93%	4.87	低于0.93%
tb236745052 	扬扬的家乡	https://shop404992138.taobao.com/	非天猫	41	9263		儿童,家用,创意,女,学生,加厚,套装,玩具,可爱,小,-,新款,汽车,宝宝,多	¥115.99、¥29.99、¥58.99、¥58.99	4.74	低于0.98%	4.74	低于0.98%	4.74	低于0.98%
小林林1200 	小林韩国洗化日用品商城	https://shop424502377.taobao.com/	非天猫	9	130		韩国,正品,ml,爱茉莉,LG,洗发水,香,g,400,牙膏,儿童,pop,Fr	¥38.00、¥32.00、¥8.50、¥28.00	4.71	低于1.60%	4.64	低于1.60%	4.64	低于1.60%
小星1229 	小五花的生活会馆	https://shop131095848.taobao.com/	非天猫	71	74		日本,花王,进口,去,原装,原装进口,卫生巾,洗衣液,乐而雅,ml,杀菌,片,棉	¥22.80、¥40.80、¥32.00、¥32.00	5.00	高于100.00%	4.97	高于100.00%	5.00	高于100.00%
qq543894651 	皮肤林日用店	https://shop322963393.taobao.com/	非天猫	30	6		乳膏,止痒膏,脚,皮肤,脱皮,口水,痔,疹,叮咬,手脚,草本,内外,买,股,藓,	¥22.10、¥18.70、¥23.80、¥16.91	4.98	高于89.11%	4.98	高于89.11%	4.98	高于89.11%
森威百货 	森威百货批发零售店	https://shop349666175.taobao.com/	非天猫	53	76		包邮,g,家庭装,批发,牙膏,家用,支,ml,冷酸灵,蟑螂,正品,牙刷,促销,2	¥22.00、¥13.00、¥9.00、¥11.00	4.86	高于30.72%	4.84	高于30.72%	4.87	高于30.72%
梦之航2014 	森米杂货铺	https://shop130382134.taobao.com/	非天猫	32	1183		M,儿童,创意,家用,玩具,汽车,成人,女,摆件,家居,宝宝,夏季,学生,卡通,	¥13.80、¥40.80、¥9.70、¥35.90	4.90	高于52.14%	4.90	高于52.14%	4.90	高于52.14%
mys578 	3A百货	https://shop474716738.taobao.com/	非天猫	486	170		家用,批,發,小,儿童,塑料,创意,成人,多功能,凳子,学生,简约,椅子,加厚,	¥58.80、¥58.80、¥58.80、¥18.60	4.84	高于23.93%	4.87	高于23.93%	4.87	高于23.93%
tb80979367 	好心情日用百货店	https://shop574935768.taobao.com/	非天猫	14	6337	安徽-六安	创意,儿童,礼物,家用,生日,女,夏季,简约,学生,新款,客厅,包邮,-,米,玩	¥28.30、¥68.00、¥95.60、¥80.00	4.89	高于46.82%	4.91	高于46.82%	4.91	高于46.82%
丽丽皓然 	月亮湾小小店铺	https://shop210068431.taobao.com/	非天猫	77	1720		儿童,家用,女,-,宝宝,夏季,加厚,学生,创意,小,男,防水,韩版,迷你,婴儿	¥27.11、¥35.90、¥0.34、¥10.69	4.36	低于8.96%	4.36	低于8.96%	4.49	低于8.96%
唯尔福纸音工厂店 	唯尔福纸音工厂店	https://shop242088323.taobao.com/	非天猫	147	49		唯尔福,纸音,卫生巾,纸巾,整箱,家用,层,片,包,原木浆,3,纯棉,餐巾纸,卷	¥4.95、¥6.99、¥5.90、¥5.99	4.88	高于41.06%	4.86	高于41.06%	4.82	高于41.06%
yysyjzw 	在这里生活馆	https://shop556369006.taobao.com/	非天猫	57	47		日本,进口,花王,ml,原装进口,洗衣液,*,贝亲,宝宝,cm,3,Nepia,	¥25.50、¥25.50、¥25.50、¥25.50	4.98	高于88.33%	4.98	高于88.33%	4.98	高于88.33%
tb277754816 	壹加壹百货超市	https://shop453187195.taobao.com/	非天猫	236	6036		家用,女,香油,小,儿童,夏季,新款,学生,迷你,套装,加厚,约,多功能,-,韩	¥24.10、¥29.20、¥11.90、¥20.90	4.65	低于2.86%	4.69	低于2.86%	4.77	低于2.86%
tb6896202_2012 	小土妞家居网上超市	https://shop294990146.taobao.com/	非天猫	93	9565		家用,儿童,加厚,学生,女,韩版,创意,男,防水,包邮,小,新款,简约,防滑,可	¥15.75、¥22.50、¥37.60、¥19.70	4.85	高于8.72%	4.80	高于8.72%	4.74	高于8.72%
shiyujieshiyujie123 	鸿运 百货	https://shop380715302.taobao.com/	非天猫	42	118		家用,厨房,儿童,神器,强力,成人,创意,宝宝,清洁,驱蚊,不锈钢,用品,塑料,	¥31.80、¥9.00、¥26.80、¥2.00	4.42	低于7.76%	4.61	低于7.76%	4.58	低于7.76%
15518677301fu 	米小米mm	https://shop481580566.taobao.com/	非天猫	35	4202		女,创意,包邮,儿童,日用品,家用,家居,新款,生活,防滑,厨房,夏季,-,用品	¥14.85、¥27.30、¥24.70、¥16.25	4.85	高于28.71%	4.89	高于28.71%	4.89	高于28.71%
泉林本色品位生活 	泉林本色伟耀直销店	https://shop409903280.taobao.com/	非天猫	6	12		泉林本色,卫生纸,层,3,纸巾,不漂白,家用,夜用,卷纸,母婴,卫生巾,超薄,日	¥76.90、¥68.90、¥69.90、¥69.90	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
liuyanming924289329 	边境俄品汇	https://shop424829793.taobao.com/	非天猫	73	159		俄罗斯,ml,保湿,补水,本土,去,牙膏,滋润,卡尼尔,植物,美白,紧致,欧莱雅	¥30.00、¥28.90、¥31.00、¥36.50	5.00	高于100.00%	5.00	高于100.00%	4.97	高于100.00%
t_1502763373301_0147 	晴晴洗化日用商行	https://shop227617614.taobao.com/	非天猫	43	45		十,mm,片,包邮,盒,包包,日用,ml,燕赵,夜用,卫生巾,邮,棉柔,装,一,	¥79.90、¥5.90、¥4.99、¥59.90	4.49	低于6.24%	4.52	低于6.24%	4.56	低于6.24%
tb94134245	紫光吉美	https://shop249391496.taobao.com/	非天猫	4	19432		儿童,-,女,新款,家用,韩版,宝宝,男,用品,包邮,套装,学生,加厚,佛教,夏	¥175.00、¥326.00、¥339.00、¥237.65	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
天天内衣裤 	亲亲日用百货店	https://shop119773402.taobao.com/	非天猫	36	49		牙刷,软毛,刷牙杯,30,泰禾,漱口杯,水杯,支,毛,包邮,创意,时尚,只,护龈	¥28.80、¥25.00、¥2.80、¥2.90	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
tb_0909126 	恩溢生活用品馆	https://shop109261009.taobao.com/	非天猫	22	17		ABC,棉柔,包,日夜用,卫生巾,共,轻,透,mm,片,薄,透气,80,护垫,精	¥49.00、¥48.00、¥56.00、¥76.00	4.81	高于7.06%	4.89	高于7.06%	4.81	高于7.06%
lz1989827 	暖暖生活馆1987	https://shop102075120.taobao.com/	非天猫	9	3810		新品,女,耳环,简约,韩国,气质,百搭,生活,个性,韩版,时尚,纯银,耳钉,新款	¥44.80、¥36.00、¥41.50、¥37.98	4.67	低于2.60%	4.77	低于2.60%	4.77	低于2.60%
q大卖口罩 	诺诺精品日用	https://shop458511360.taobao.com/	非天猫	63	3		家用,孕妇,无味,电蚊香,插电,驱蚊,电热,式,宝宝,替换,可用,透气,女,迪丽	0000	4.91	高于55.48%	4.95	高于55.48%	4.95	高于55.48%
lwnizhenshuai 	醉爱你优淘淘店	https://shop311898333.taobao.com/	非天猫	80	1182		新款,女,凉鞋,韩版,软底,家用,男,儿童,休闲,百搭,夏季,时尚,男士,学生,	¥23.80、¥14.20、¥23.80、¥23.80	4.52	低于5.69%	4.74	低于5.69%	4.67	低于5.69%
拍斧1986 	飞林世纪日用商城	https://shop489932393.taobao.com/	非天猫	84	2746		家用,夏季,新款,女,韩版,透气,包邮,学生,男,大码,男士,儿童,休闲,潮流,	¥36.40、¥36.40、¥36.40、¥36.40	4.50	低于6.08%	4.67	低于6.08%	4.67	低于6.08%
小睦6 	睦迎实业有限公司	https://shop338671378.taobao.com/	非天猫	171	93		卫生纸,包,抽纸,心相印,纸巾,厕纸,3,层,面巾纸,餐巾纸,张,洁云,抽,家用	¥30.80、¥82.50、¥26.90、¥84.50	4.94	高于70.32%	4.94	高于70.32%	4.90	高于70.32%
乖乖北郭先生 	芳馨居家日用品	https://shop71141656.taobao.com/	非天猫	38	9		清洁剂,厕所,家用,除臭,马桶,洁厕宝,的,洁厕液,洁厕,卫生间,清香型,疏通器	¥56.00、¥58.80、¥29.90、¥31.90	4.91	高于55.48%	4.95	高于55.48%	4.95	高于55.48%
桃夭止息熙 	宜品新巢百货	https://shop532976506.taobao.com/	非天猫	8	2790	陕西-西安	...	¥4.00、¥49.00、¥119.00、¥39.00	5.00	高于100.00%	5.00	高于100.00%	5.00	高于100.00%
淘淘小铺5986 	淘淘小铺5986	https://shop366428504.taobao.com/	非天猫	239	217		日本,原装进口,花王,原装,ml,洗衣液,狮王,进口,牙膏,宝洁,g,除菌,衣物	¥35.00、¥18.00、¥25.00、¥25.00	4.88	高于43.79%	4.86	高于43.79%	4.91	高于43.79%
